PRISM Time Series Data,,,,,,
Locations: 292,,,,,,
"Climate variables: ppt,tmean",,,,,,
NW22T,-73.0425,44.8793,362,February,2.11,19.5
NW22T,-73.0425,44.8793,362,March,2.62,29.1
NW22T,-73.0425,44.8793,362,April,3.3,43.1
NW22T,-73.0425,44.8793,362,May,3.74,56.2
NW22T,-73.0425,44.8793,362,June,4.33,65
NW22T,-73.0425,44.8793,362,July,4.21,69.9
NW22T,-73.0425,44.8793,362,August,4.03,68.2
NW22T,-73.0425,44.8793,362,September,3.85,60.7
NW22T,-73.0425,44.8793,362,October,4.1,48.5
NW22T,-73.0425,44.8793,362,November,3.11,36.9
NW22T,-73.0425,44.8793,362,December,3.02,25.4
NW22T,-73.0425,44.8793,362,Annual,40.92,45
,,,,,,
AW51,-72.5848,42.8767,402,January,3.36,22.1
AW51,-72.5848,42.8767,402,February,3.04,24.5
AW51,-72.5848,42.8767,402,March,3.54,32.9
AW51,-72.5848,42.8767,402,April,3.78,45.2
AW51,-72.5848,42.8767,402,May,3.8,56.7
AW51,-72.5848,42.8767,402,June,4.52,65.7
AW51,-72.5848,42.8767,402,July,4.26,70.8
AW51,-72.5848,42.8767,402,August,4.39,69.1
AW51,-72.5848,42.8767,402,September,4.26,61.4
AW51,-72.5848,42.8767,402,October,5.09,49.2
AW51,-72.5848,42.8767,402,November,3.69,38.4
AW51,-72.5848,42.8767,402,December,4.39,28.5
AW51,-72.5848,42.8767,402,Annual,48.1,47
,,,,,,
AW52,-72.5846,42.877,401,January,3.36,22.1
AW52,-72.5846,42.877,401,February,3.04,24.5
AW52,-72.5846,42.877,401,March,3.54,32.9
AW52,-72.5846,42.877,401,April,3.78,45.2
AW52,-72.5846,42.877,401,May,3.8,56.7
AW52,-72.5846,42.877,401,June,4.52,65.7
AW52,-72.5846,42.877,401,July,4.26,70.8
AW52,-72.5846,42.877,401,August,4.39,69.2
AW52,-72.5846,42.877,401,September,4.25,61.4
AW52,-72.5846,42.877,401,October,5.09,49.2
AW52,-72.5846,42.877,401,November,3.69,38.4
AW52,-72.5846,42.877,401,December,4.39,28.5
AW52,-72.5846,42.877,401,Annual,48.1,47
,,,,,,
Z1,-73.01,44.97,282,January,2.79,17.2
Z1,-73.01,44.97,282,February,2.26,19.4
Z1,-73.01,44.97,282,March,2.74,29.2
Z1,-73.01,44.97,282,April,3.34,43.1
Z1,-73.01,44.97,282,May,3.88,56.3
Z1,-73.01,44.97,282,June,4.38,65.2
Z1,-73.01,44.97,282,July,4.3,69.9
Z1,-73.01,44.97,282,August,4.15,68.3
Z1,-73.01,44.97,282,September,3.85,60.7
Z1,-73.01,44.97,282,October,4.19,48.5
Z1,-73.01,44.97,282,November,3.19,36.9
Z1,-73.01,44.97,282,December,3.21,25.2
Z1,-73.01,44.97,282,Annual,42.27,45
,,,,,,
Z2,-73.01,44.97,282,January,2.79,17.2
Z2,-73.01,44.97,282,February,2.26,19.4
Z2,-73.01,44.97,282,March,2.74,29.2
Z2,-73.01,44.97,282,April,3.34,43.1
Z2,-73.01,44.97,282,May,3.88,56.3
Z2,-73.01,44.97,282,June,4.38,65.2
Z2,-73.01,44.97,282,July,4.3,69.9
Z2,-73.01,44.97,282,August,4.15,68.3
Z2,-73.01,44.97,282,September,3.85,60.7
Z2,-73.01,44.97,282,October,4.19,48.5
Z2,-73.01,44.97,282,November,3.19,36.9
Z2,-73.01,44.97,282,December,3.21,25.2
Z2,-73.01,44.97,282,Annual,42.27,45
,,,,,,
H1,-73.22,44.32,332,January,2.36,19.3
H1,-73.22,44.32,332,February,1.9,21.3
H1,-73.22,44.32,332,March,2.49,30.6
H1,-73.22,44.32,332,April,3.11,43.9
H1,-73.22,44.32,332,May,3.62,56.6
H1,-73.22,44.32,332,June,4.29,65.6
H1,-73.22,44.32,332,July,4.25,70.5
H1,-73.22,44.32,332,August,3.75,68.9
H1,-73.22,44.32,332,September,3.56,61.2
H1,-73.22,44.32,332,October,3.81,48.9
H1,-73.22,44.32,332,November,2.93,37.9
H1,-73.22,44.32,332,December,2.83,26.8
H1,-73.22,44.32,332,Annual,38.91,46
,,,,,,
H2,-73.22,44.32,332,January,2.36,19.3
H2,-73.22,44.32,332,February,1.9,21.3
H2,-73.22,44.32,332,March,2.49,30.6
H2,-73.22,44.32,332,April,3.11,43.9
H2,-73.22,44.32,332,May,3.62,56.6
H2,-73.22,44.32,332,June,4.29,65.6
H2,-73.22,44.32,332,July,4.25,70.5
H2,-73.22,44.32,332,August,3.75,68.9
H2,-73.22,44.32,332,September,3.56,61.2
H2,-73.22,44.32,332,October,3.81,48.9
H2,-73.22,44.32,332,November,2.93,37.9
H2,-73.22,44.32,332,December,2.83,26.8
H2,-73.22,44.32,332,Annual,38.91,46
,,,,,,
H5,-73.22,44.32,332,January,2.36,19.3
H5,-73.22,44.32,332,February,1.9,21.3
H5,-73.22,44.32,332,March,2.49,30.6
H5,-73.22,44.32,332,April,3.11,43.9
H5,-73.22,44.32,332,May,3.62,56.6
H5,-73.22,44.32,332,June,4.29,65.6
H5,-73.22,44.32,332,July,4.25,70.5
H5,-73.22,44.32,332,August,3.75,68.9
H5,-73.22,44.32,332,September,3.56,61.2
H5,-73.22,44.32,332,October,3.81,48.9
H5,-73.22,44.32,332,November,2.93,37.9
H5,-73.22,44.32,332,December,2.83,26.8
H5,-73.22,44.32,332,Annual,38.91,46
,,,,,,
H6,-73.22,44.32,332,January,2.36,19.3
H6,-73.22,44.32,332,February,1.9,21.3
H6,-73.22,44.32,332,March,2.49,30.6
H6,-73.22,44.32,332,April,3.11,43.9
H6,-73.22,44.32,332,May,3.62,56.6
H6,-73.22,44.32,332,June,4.29,65.6
H6,-73.22,44.32,332,July,4.25,70.5
H6,-73.22,44.32,332,August,3.75,68.9
H6,-73.22,44.32,332,September,3.56,61.2
H6,-73.22,44.32,332,October,3.81,48.9
H6,-73.22,44.32,332,November,2.93,37.9
H6,-73.22,44.32,332,December,2.83,26.8
H6,-73.22,44.32,332,Annual,38.91,46
,,,,,,
H7,-73.22,44.32,332,January,2.36,19.3
H7,-73.22,44.32,332,February,1.9,21.3
H7,-73.22,44.32,332,March,2.49,30.6
H7,-73.22,44.32,332,April,3.11,43.9
H7,-73.22,44.32,332,May,3.62,56.6
H7,-73.22,44.32,332,June,4.29,65.6
H7,-73.22,44.32,332,July,4.25,70.5
H7,-73.22,44.32,332,August,3.75,68.9
H7,-73.22,44.32,332,September,3.56,61.2
H7,-73.22,44.32,332,October,3.81,48.9
H7,-73.22,44.32,332,November,2.93,37.9
H7,-73.22,44.32,332,December,2.83,26.8
H7,-73.22,44.32,332,Annual,38.91,46
,,,,,,
H8,-73.22,44.32,332,January,2.36,19.3
H8,-73.22,44.32,332,February,1.9,21.3
H8,-73.22,44.32,332,March,2.49,30.6
H8,-73.22,44.32,332,April,3.11,43.9
H8,-73.22,44.32,332,May,3.62,56.6
H8,-73.22,44.32,332,June,4.29,65.6
H8,-73.22,44.32,332,July,4.25,70.5
H8,-73.22,44.32,332,August,3.75,68.9
H8,-73.22,44.32,332,September,3.56,61.2
H8,-73.22,44.32,332,October,3.81,48.9
H8,-73.22,44.32,332,November,2.93,37.9
H8,-73.22,44.32,332,December,2.83,26.8
H8,-73.22,44.32,332,Annual,38.91,46
,,,,,,
H9,-73.22,44.32,332,January,2.36,19.3
H9,-73.22,44.32,332,February,1.9,21.3
H9,-73.22,44.32,332,March,2.49,30.6
H9,-73.22,44.32,332,April,3.11,43.9
H9,-73.22,44.32,332,May,3.62,56.6
H9,-73.22,44.32,332,June,4.29,65.6
H9,-73.22,44.32,332,July,4.25,70.5
H9,-73.22,44.32,332,August,3.75,68.9
H9,-73.22,44.32,332,September,3.56,61.2
H9,-73.22,44.32,332,October,3.81,48.9
H9,-73.22,44.32,332,November,2.93,37.9
H9,-73.22,44.32,332,December,2.83,26.8
H9,-73.22,44.32,332,Annual,38.91,46
,,,,,,
H10,-73.22,44.32,332,January,2.36,19.3
H10,-73.22,44.32,332,February,1.9,21.3
H10,-73.22,44.32,332,March,2.49,30.6
H10,-73.22,44.32,332,April,3.11,43.9
H10,-73.22,44.32,332,May,3.62,56.6
H10,-73.22,44.32,332,June,4.29,65.6
H10,-73.22,44.32,332,July,4.25,70.5
H10,-73.22,44.32,332,August,3.75,68.9
H10,-73.22,44.32,332,September,3.56,61.2
H10,-73.22,44.32,332,October,3.81,48.9
H10,-73.22,44.32,332,November,2.93,37.9
H10,-73.22,44.32,332,December,2.83,26.8
H10,-73.22,44.32,332,Annual,38.91,46
,,,,,,
H11,-73.22,44.32,332,January,2.36,19.3
H11,-73.22,44.32,332,February,1.9,21.3
H11,-73.22,44.32,332,March,2.49,30.6
H11,-73.22,44.32,332,April,3.11,43.9
H11,-73.22,44.32,332,May,3.62,56.6
H11,-73.22,44.32,332,June,4.29,65.6
H11,-73.22,44.32,332,July,4.25,70.5
H11,-73.22,44.32,332,August,3.75,68.9
H11,-73.22,44.32,332,September,3.56,61.2
H11,-73.22,44.32,332,October,3.81,48.9
H11,-73.22,44.32,332,November,2.93,37.9
H11,-73.22,44.32,332,December,2.83,26.8
H11,-73.22,44.32,332,Annual,38.91,46
,,,,,,
H12,-73.22,44.32,332,January,2.36,19.3
H12,-73.22,44.32,332,February,1.9,21.3
H12,-73.22,44.32,332,March,2.49,30.6
H12,-73.22,44.32,332,April,3.11,43.9
H12,-73.22,44.32,332,May,3.62,56.6
H12,-73.22,44.32,332,June,4.29,65.6
H12,-73.22,44.32,332,July,4.25,70.5
H12,-73.22,44.32,332,August,3.75,68.9
H12,-73.22,44.32,332,September,3.56,61.2
H12,-73.22,44.32,332,October,3.81,48.9
H12,-73.22,44.32,332,November,2.93,37.9
H12,-73.22,44.32,332,December,2.83,26.8
H12,-73.22,44.32,332,Annual,38.91,46
,,,,,,
H3,-73.22,44.32,332,January,2.36,19.3
H3,-73.22,44.32,332,February,1.9,21.3
H3,-73.22,44.32,332,March,2.49,30.6
H3,-73.22,44.32,332,April,3.11,43.9
H3,-73.22,44.32,332,May,3.62,56.6
H3,-73.22,44.32,332,June,4.29,65.6
H3,-73.22,44.32,332,July,4.25,70.5
H3,-73.22,44.32,332,August,3.75,68.9
H3,-73.22,44.32,332,September,3.56,61.2
H3,-73.22,44.32,332,October,3.81,48.9
H3,-73.22,44.32,332,November,2.93,37.9
H3,-73.22,44.32,332,December,2.83,26.8
H3,-73.22,44.32,332,Annual,38.91,46
,,,,,,
H4,-73.22,44.32,332,January,2.36,19.3
H4,-73.22,44.32,332,February,1.9,21.3
H4,-73.22,44.32,332,March,2.49,30.6
H4,-73.22,44.32,332,April,3.11,43.9
H4,-73.22,44.32,332,May,3.62,56.6
H4,-73.22,44.32,332,June,4.29,65.6
H4,-73.22,44.32,332,July,4.25,70.5
H4,-73.22,44.32,332,August,3.75,68.9
H4,-73.22,44.32,332,September,3.56,61.2
H4,-73.22,44.32,332,October,3.81,48.9
H4,-73.22,44.32,332,November,2.93,37.9
H4,-73.22,44.32,332,December,2.83,26.8
H4,-73.22,44.32,332,Annual,38.91,46
,,,,,,
H15,-73.22,44.32,332,January,2.36,19.3
H15,-73.22,44.32,332,February,1.9,21.3
H15,-73.22,44.32,332,March,2.49,30.6
H15,-73.22,44.32,332,April,3.11,43.9
H15,-73.22,44.32,332,May,3.62,56.6
H15,-73.22,44.32,332,June,4.29,65.6
H15,-73.22,44.32,332,July,4.25,70.5
H15,-73.22,44.32,332,August,3.75,68.9
H15,-73.22,44.32,332,September,3.56,61.2
H15,-73.22,44.32,332,October,3.81,48.9
H15,-73.22,44.32,332,November,2.93,37.9
H15,-73.22,44.32,332,December,2.83,26.8
H15,-73.22,44.32,332,Annual,38.91,46
,,,,,,
H16,-73.22,44.32,332,January,2.36,19.3
H16,-73.22,44.32,332,February,1.9,21.3
H16,-73.22,44.32,332,March,2.49,30.6
H16,-73.22,44.32,332,April,3.11,43.9
H16,-73.22,44.32,332,May,3.62,56.6
H16,-73.22,44.32,332,June,4.29,65.6
H16,-73.22,44.32,332,July,4.25,70.5
H16,-73.22,44.32,332,August,3.75,68.9
H16,-73.22,44.32,332,September,3.56,61.2
H16,-73.22,44.32,332,October,3.81,48.9
H16,-73.22,44.32,332,November,2.93,37.9
H16,-73.22,44.32,332,December,2.83,26.8
H16,-73.22,44.32,332,Annual,38.91,46
,,,,,,
H17,-73.22,44.32,332,January,2.36,19.3
H17,-73.22,44.32,332,February,1.9,21.3
H17,-73.22,44.32,332,March,2.49,30.6
H17,-73.22,44.32,332,April,3.11,43.9
H17,-73.22,44.32,332,May,3.62,56.6
H17,-73.22,44.32,332,June,4.29,65.6
H17,-73.22,44.32,332,July,4.25,70.5
H17,-73.22,44.32,332,August,3.75,68.9
H17,-73.22,44.32,332,September,3.56,61.2
H17,-73.22,44.32,332,October,3.81,48.9
H17,-73.22,44.32,332,November,2.93,37.9
H17,-73.22,44.32,332,December,2.83,26.8
H17,-73.22,44.32,332,Annual,38.91,46
,,,,,,
H18,-73.22,44.32,332,January,2.36,19.3
H18,-73.22,44.32,332,February,1.9,21.3
H18,-73.22,44.32,332,March,2.49,30.6
H18,-73.22,44.32,332,April,3.11,43.9
H18,-73.22,44.32,332,May,3.62,56.6
H18,-73.22,44.32,332,June,4.29,65.6
H18,-73.22,44.32,332,July,4.25,70.5
H18,-73.22,44.32,332,August,3.75,68.9
H18,-73.22,44.32,332,September,3.56,61.2
H18,-73.22,44.32,332,October,3.81,48.9
H18,-73.22,44.32,332,November,2.93,37.9
H18,-73.22,44.32,332,December,2.83,26.8
H18,-73.22,44.32,332,Annual,38.91,46
,,,,,,
H19,-73.22,44.32,332,January,2.36,19.3
H19,-73.22,44.32,332,February,1.9,21.3
H19,-73.22,44.32,332,March,2.49,30.6
H19,-73.22,44.32,332,April,3.11,43.9
H19,-73.22,44.32,332,May,3.62,56.6
H19,-73.22,44.32,332,June,4.29,65.6
H19,-73.22,44.32,332,July,4.25,70.5
H19,-73.22,44.32,332,August,3.75,68.9
H19,-73.22,44.32,332,September,3.56,61.2
H19,-73.22,44.32,332,October,3.81,48.9
H19,-73.22,44.32,332,November,2.93,37.9
H19,-73.22,44.32,332,December,2.83,26.8
H19,-73.22,44.32,332,Annual,38.91,46
,,,,,,
H20,-73.22,44.32,332,January,2.36,19.3
H20,-73.22,44.32,332,February,1.9,21.3
H20,-73.22,44.32,332,March,2.49,30.6
H20,-73.22,44.32,332,April,3.11,43.9
H20,-73.22,44.32,332,May,3.62,56.6
H20,-73.22,44.32,332,June,4.29,65.6
H20,-73.22,44.32,332,July,4.25,70.5
H20,-73.22,44.32,332,August,3.75,68.9
H20,-73.22,44.32,332,September,3.56,61.2
H20,-73.22,44.32,332,October,3.81,48.9
H20,-73.22,44.32,332,November,2.93,37.9
H20,-73.22,44.32,332,December,2.83,26.8
H20,-73.22,44.32,332,Annual,38.91,46
,,,,,,
H21,-73.22,44.32,332,January,2.36,19.3
H21,-73.22,44.32,332,February,1.9,21.3
H21,-73.22,44.32,332,March,2.49,30.6
H21,-73.22,44.32,332,April,3.11,43.9
H21,-73.22,44.32,332,May,3.62,56.6
H21,-73.22,44.32,332,June,4.29,65.6
H21,-73.22,44.32,332,July,4.25,70.5
H21,-73.22,44.32,332,August,3.75,68.9
H21,-73.22,44.32,332,September,3.56,61.2
H21,-73.22,44.32,332,October,3.81,48.9
H21,-73.22,44.32,332,November,2.93,37.9
H21,-73.22,44.32,332,December,2.83,26.8
H21,-73.22,44.32,332,Annual,38.91,46
,,,,,,
H22,-73.22,44.32,332,January,2.36,19.3
H22,-73.22,44.32,332,February,1.9,21.3
H22,-73.22,44.32,332,March,2.49,30.6
H22,-73.22,44.32,332,April,3.11,43.9
H22,-73.22,44.32,332,May,3.62,56.6
H22,-73.22,44.32,332,June,4.29,65.6
H22,-73.22,44.32,332,July,4.25,70.5
H22,-73.22,44.32,332,August,3.75,68.9
H22,-73.22,44.32,332,September,3.56,61.2
H22,-73.22,44.32,332,October,3.81,48.9
H22,-73.22,44.32,332,November,2.93,37.9
H22,-73.22,44.32,332,December,2.83,26.8
H22,-73.22,44.32,332,Annual,38.91,46
,,,,,,
A1,-73.311,44.0379,173,January,2.32,20.3
A1,-73.311,44.0379,173,February,1.93,22.2
A1,-73.311,44.0379,173,March,2.39,31.6
A1,-73.311,44.0379,173,April,3.07,44.6
A1,-73.311,44.0379,173,May,3.32,57.2
A1,-73.311,44.0379,173,June,4,66.3
A1,-73.311,44.0379,173,July,3.71,71.3
A1,-73.311,44.0379,173,August,3.52,69.6
A1,-73.311,44.0379,173,September,3.07,61.9
A1,-73.311,44.0379,173,October,3.74,49.5
A1,-73.311,44.0379,173,November,2.73,38.2
A1,-73.311,44.0379,173,December,2.95,27.3
A1,-73.311,44.0379,173,Annual,36.75,46.7
,,,,,,
A2,-73.313,44.038,168,January,2.32,20.3
A2,-73.313,44.038,168,February,1.94,22.2
A2,-73.313,44.038,168,March,2.39,31.7
A2,-73.313,44.038,168,April,3.07,44.6
A2,-73.313,44.038,168,May,3.31,57.2
A2,-73.313,44.038,168,June,4,66.4
A2,-73.313,44.038,168,July,3.7,71.4
A2,-73.313,44.038,168,August,3.51,69.6
A2,-73.313,44.038,168,September,3.06,61.9
A2,-73.313,44.038,168,October,3.73,49.5
A2,-73.313,44.038,168,November,2.73,38.2
A2,-73.313,44.038,168,December,2.95,27.3
A2,-73.313,44.038,168,Annual,36.7,46.7
,,,,,,
A3,-73.3137,44.0375,166,January,2.32,20.3
A3,-73.3137,44.0375,166,February,1.94,22.2
A3,-73.3137,44.0375,166,March,2.39,31.7
A3,-73.3137,44.0375,166,April,3.07,44.6
A3,-73.3137,44.0375,166,May,3.31,57.2
A3,-73.3137,44.0375,166,June,3.99,66.4
A3,-73.3137,44.0375,166,July,3.7,71.4
A3,-73.3137,44.0375,166,August,3.51,69.6
A3,-73.3137,44.0375,166,September,3.06,61.9
A3,-73.3137,44.0375,166,October,3.73,49.5
A3,-73.3137,44.0375,166,November,2.73,38.2
A3,-73.3137,44.0375,166,December,2.95,27.3
A3,-73.3137,44.0375,166,Annual,36.68,46.7
,,,,,,
A4,-73.3119,44.0379,171,January,2.32,20.3
A4,-73.3119,44.0379,171,February,1.93,22.2
A4,-73.3119,44.0379,171,March,2.39,31.7
A4,-73.3119,44.0379,171,April,3.07,44.6
A4,-73.3119,44.0379,171,May,3.32,57.2
A4,-73.3119,44.0379,171,June,4,66.4
A4,-73.3119,44.0379,171,July,3.7,71.3
A4,-73.3119,44.0379,171,August,3.52,69.6
A4,-73.3119,44.0379,171,September,3.07,61.9
A4,-73.3119,44.0379,171,October,3.74,49.5
A4,-73.3119,44.0379,171,November,2.73,38.2
A4,-73.3119,44.0379,171,December,2.95,27.3
A4,-73.3119,44.0379,171,Annual,36.73,46.7
,,,,,,
B1,-72.4552,44.8376,1308,January,3.44,14.9
B1,-72.4552,44.8376,1308,February,3.13,17.2
B1,-72.4552,44.8376,1308,March,3.53,26.3
B1,-72.4552,44.8376,1308,April,3.94,39.8
B1,-72.4552,44.8376,1308,May,4.45,53
B1,-72.4552,44.8376,1308,June,5.04,61.7
B1,-72.4552,44.8376,1308,July,4.97,66.3
B1,-72.4552,44.8376,1308,August,4.62,64.7
B1,-72.4552,44.8376,1308,September,3.97,57.5
B1,-72.4552,44.8376,1308,October,5.12,45.2
B1,-72.4552,44.8376,1308,November,4.22,33.5
B1,-72.4552,44.8376,1308,December,4.3,22.1
B1,-72.4552,44.8376,1308,Annual,50.72,41.9
,,,,,,
B2,-72.4555,44.8372,1316,January,3.44,14.9
B2,-72.4555,44.8372,1316,February,3.13,17.2
B2,-72.4555,44.8372,1316,March,3.53,26.3
B2,-72.4555,44.8372,1316,April,3.94,39.8
B2,-72.4555,44.8372,1316,May,4.45,53
B2,-72.4555,44.8372,1316,June,5.04,61.7
B2,-72.4555,44.8372,1316,July,4.96,66.3
B2,-72.4555,44.8372,1316,August,4.62,64.7
B2,-72.4555,44.8372,1316,September,3.97,57.5
B2,-72.4555,44.8372,1316,October,5.12,45.2
B2,-72.4555,44.8372,1316,November,4.22,33.5
B2,-72.4555,44.8372,1316,December,4.3,22
B2,-72.4555,44.8372,1316,Annual,50.71,41.9
,,,,,,
B3,-72.4552,44.8367,1320,January,3.44,14.9
B3,-72.4552,44.8367,1320,February,3.12,17.2
B3,-72.4552,44.8367,1320,March,3.53,26.3
B3,-72.4552,44.8367,1320,April,3.94,39.8
B3,-72.4552,44.8367,1320,May,4.44,53
B3,-72.4552,44.8367,1320,June,5.04,61.7
B3,-72.4552,44.8367,1320,July,4.96,66.3
B3,-72.4552,44.8367,1320,August,4.61,64.7
B3,-72.4552,44.8367,1320,September,3.96,57.5
B3,-72.4552,44.8367,1320,October,5.12,45.2
B3,-72.4552,44.8367,1320,November,4.22,33.5
B3,-72.4552,44.8367,1320,December,4.29,22
B3,-72.4552,44.8367,1320,Annual,50.66,41.8
,,,,,,
B4,-72.455,44.8383,1299,January,3.45,14.9
B4,-72.455,44.8383,1299,February,3.13,17.2
B4,-72.455,44.8383,1299,March,3.54,26.3
B4,-72.455,44.8383,1299,April,3.94,39.8
B4,-72.455,44.8383,1299,May,4.45,53
B4,-72.455,44.8383,1299,June,5.04,61.7
B4,-72.455,44.8383,1299,July,4.97,66.3
B4,-72.455,44.8383,1299,August,4.62,64.7
B4,-72.455,44.8383,1299,September,3.97,57.5
B4,-72.455,44.8383,1299,October,5.13,45.3
B4,-72.455,44.8383,1299,November,4.23,33.5
B4,-72.455,44.8383,1299,December,4.3,22.1
B4,-72.455,44.8383,1299,Annual,50.76,41.9
,,,,,,
B5,-72.4556,44.8384,1304,January,3.45,14.9
B5,-72.4556,44.8384,1304,February,3.14,17.2
B5,-72.4556,44.8384,1304,March,3.54,26.3
B5,-72.4556,44.8384,1304,April,3.94,39.8
B5,-72.4556,44.8384,1304,May,4.45,53
B5,-72.4556,44.8384,1304,June,5.05,61.7
B5,-72.4556,44.8384,1304,July,4.98,66.3
B5,-72.4556,44.8384,1304,August,4.63,64.7
B5,-72.4556,44.8384,1304,September,3.98,57.5
B5,-72.4556,44.8384,1304,October,5.14,45.3
B5,-72.4556,44.8384,1304,November,4.23,33.5
B5,-72.4556,44.8384,1304,December,4.31,22.1
B5,-72.4556,44.8384,1304,Annual,50.84,41.9
,,,,,,
B6,-72.4556,44.8377,1311,January,3.45,14.9
B6,-72.4556,44.8377,1311,February,3.13,17.2
B6,-72.4556,44.8377,1311,March,3.54,26.3
B6,-72.4556,44.8377,1311,April,3.94,39.8
B6,-72.4556,44.8377,1311,May,4.45,53
B6,-72.4556,44.8377,1311,June,5.04,61.7
B6,-72.4556,44.8377,1311,July,4.97,66.3
B6,-72.4556,44.8377,1311,August,4.62,64.7
B6,-72.4556,44.8377,1311,September,3.97,57.5
B6,-72.4556,44.8377,1311,October,5.13,45.2
B6,-72.4556,44.8377,1311,November,4.23,33.5
B6,-72.4556,44.8377,1311,December,4.3,22.1
B6,-72.4556,44.8377,1311,Annual,50.77,41.9
,,,,,,
BB1,-73.1567,44.4129,399,January,2.43,18.8
BB1,-73.1567,44.4129,399,February,1.94,20.9
BB1,-73.1567,44.4129,399,March,2.61,30.2
BB1,-73.1567,44.4129,399,April,3.32,43.6
BB1,-73.1567,44.4129,399,May,3.78,56.4
BB1,-73.1567,44.4129,399,June,4.4,65.4
BB1,-73.1567,44.4129,399,July,4.33,70.2
BB1,-73.1567,44.4129,399,August,3.75,68.7
BB1,-73.1567,44.4129,399,September,3.81,60.9
BB1,-73.1567,44.4129,399,October,4.1,48.5
BB1,-73.1567,44.4129,399,November,3.04,37.6
BB1,-73.1567,44.4129,399,December,2.91,26.3
BB1,-73.1567,44.4129,399,Annual,40.42,45.6
,,,,,,
CH1,-73.0098,44.9651,277,January,2.78,17.2
CH1,-73.0098,44.9651,277,February,2.26,19.4
CH1,-73.0098,44.9651,277,March,2.74,29.2
CH1,-73.0098,44.9651,277,April,3.33,43.2
CH1,-73.0098,44.9651,277,May,3.87,56.3
CH1,-73.0098,44.9651,277,June,4.38,65.2
CH1,-73.0098,44.9651,277,July,4.3,69.9
CH1,-73.0098,44.9651,277,August,4.15,68.3
CH1,-73.0098,44.9651,277,September,3.84,60.8
CH1,-73.0098,44.9651,277,October,4.18,48.5
CH1,-73.0098,44.9651,277,November,3.18,36.9
CH1,-73.0098,44.9651,277,December,3.2,25.2
CH1,-73.0098,44.9651,277,Annual,42.22,45
,,,,,,
CH2,-73.0083,44.9657,281,January,2.78,17.2
CH2,-73.0083,44.9657,281,February,2.26,19.4
CH2,-73.0083,44.9657,281,March,2.74,29.2
CH2,-73.0083,44.9657,281,April,3.33,43.2
CH2,-73.0083,44.9657,281,May,3.87,56.3
CH2,-73.0083,44.9657,281,June,4.38,65.2
CH2,-73.0083,44.9657,281,July,4.3,69.9
CH2,-73.0083,44.9657,281,August,4.15,68.3
CH2,-73.0083,44.9657,281,September,3.84,60.8
CH2,-73.0083,44.9657,281,October,4.18,48.5
CH2,-73.0083,44.9657,281,November,3.18,36.9
CH2,-73.0083,44.9657,281,December,3.2,25.2
CH2,-73.0083,44.9657,281,Annual,42.23,45
,,,,,,
CH3,-73.0083,44.9672,282,January,2.78,17.2
CH3,-73.0083,44.9672,282,February,2.26,19.4
CH3,-73.0083,44.9672,282,March,2.74,29.2
CH3,-73.0083,44.9672,282,April,3.33,43.2
CH3,-73.0083,44.9672,282,May,3.87,56.3
CH3,-73.0083,44.9672,282,June,4.38,65.2
CH3,-73.0083,44.9672,282,July,4.3,69.9
CH3,-73.0083,44.9672,282,August,4.15,68.3
CH3,-73.0083,44.9672,282,September,3.84,60.8
CH3,-73.0083,44.9672,282,October,4.18,48.5
CH3,-73.0083,44.9672,282,November,3.18,36.9
CH3,-73.0083,44.9672,282,December,3.2,25.2
CH3,-73.0083,44.9672,282,Annual,42.23,45
,,,,,,
CH4,-73.0071,44.9678,285,January,2.79,17.2
CH4,-73.0071,44.9678,285,February,2.26,19.4
CH4,-73.0071,44.9678,285,March,2.74,29.1
CH4,-73.0071,44.9678,285,April,3.33,43.1
CH4,-73.0071,44.9678,285,May,3.87,56.3
CH4,-73.0071,44.9678,285,June,4.38,65.2
CH4,-73.0071,44.9678,285,July,4.3,69.9
CH4,-73.0071,44.9678,285,August,4.15,68.3
CH4,-73.0071,44.9678,285,September,3.84,60.7
CH4,-73.0071,44.9678,285,October,4.18,48.5
CH4,-73.0071,44.9678,285,November,3.18,36.9
CH4,-73.0071,44.9678,285,December,3.21,25.2
CH4,-73.0071,44.9678,285,Annual,42.24,45
,,,,,,
EH1,-72.3365,44.5358,1223,January,3,14.3
EH1,-72.3365,44.5358,1223,February,2.6,16.4
EH1,-72.3365,44.5358,1223,March,2.99,25.8
EH1,-72.3365,44.5358,1223,April,3.6,39.7
EH1,-72.3365,44.5358,1223,May,4.04,52.6
EH1,-72.3365,44.5358,1223,June,4.71,61.5
EH1,-72.3365,44.5358,1223,July,4.9,66.2
EH1,-72.3365,44.5358,1223,August,4.26,64.4
EH1,-72.3365,44.5358,1223,September,3.75,57
EH1,-72.3365,44.5358,1223,October,4.56,44.8
EH1,-72.3365,44.5358,1223,November,3.51,32.9
EH1,-72.3365,44.5358,1223,December,3.67,21.6
EH1,-72.3365,44.5358,1223,Annual,45.59,41.4
,,,,,,
EH2,-72.3364,44.5358,1223,January,3,14.3
EH2,-72.3364,44.5358,1223,February,2.6,16.4
EH2,-72.3364,44.5358,1223,March,2.99,25.8
EH2,-72.3364,44.5358,1223,April,3.6,39.7
EH2,-72.3364,44.5358,1223,May,4.04,52.6
EH2,-72.3364,44.5358,1223,June,4.71,61.5
EH2,-72.3364,44.5358,1223,July,4.9,66.2
EH2,-72.3364,44.5358,1223,August,4.26,64.4
